genres,id,overview,popularity,release_date,tagline,title,vote_average
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",15423,A hip hop horror anthology of three tales of terror told by the Hound of Hell (Snoop Dogg) that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,2.06528,2006,It AIN'T all good in da hood.,Hood of Horror,4.2
"[{'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",16440,"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost.",2.882394,2009,,Tales of the Black Freighter,7.0
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",19913,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",16.376657,2009,It was almost like falling in love.,(500) Days of Summer,7.2
"[{'id': 35, 'name': 'Comedy'}]",18480,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,8.543888,2009,Borat was so 2006,Brüno,5.4
"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",14728,"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt.",9.309781,2008,The world's most unlikely hero is back for his biggest adventure.,The Librarian: The Curse of the Judas Chalice,5.9
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",767,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",19.083723,2009,Dark Secrets Revealed,Harry Potter and the Half-Blood Prince,7.4
"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",14687,"Based upon the final confession of Adolf Eichmann, made before his execution in Israel, of his role in Hitler's plan for the final solution.",3.336861,2007,,Eichmann,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",9592,"A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends. They forget to let the ladder down before they jump into the ocean for a swim. The boat proves impossible to climb. They are stuck in the water many miles from shore, with baby Sara left alone on board. Sara's mother Amy must contend with her aqua-phobia as well as the group's increasing desperation, as the friends begin to turn on each other. Soon the exhaustion of keeping afloat and the struggle to get back on board begin to take a terrible toll. The happy reunion turns into a fight for survival...",11.500311,2006,Fatigue. Hypothermia. Death.,Open Water 2: Adrift,5.2
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",8054,A traveling theater company gives its audience much more than they were expecting.,6.859934,2009,,The Imaginarium of Doctor Parnassus,6.3
"[{'id': 99, 'name': 'Documentary'}]",19929,"9to5 - Days in Porn focuses on the people behind a controversial and multi-billion dollar industry ""The Adult Entertainment industry"". It depicts their stories, each one different, unadorned and authentic, without glorification or prejudice. It delivers deep insight into their personal lives - from glamorous to grotesque - strange, fascinating, offensive, absurd and sometimes funny moments all at once.",1.552852,2008,,9to5: Days in Porn,6.1
"[{'id': 35, 'name': 'Comedy'}]",23720,"Imagine your life is somewhat complete with a house, job, and wife but then your best friend from college comes knocking at your door at 2 AM. During a pot-induced hedonistic party, a plan is hatched between the two friends to create an Art Film of “two really straight men having sex.” If they only knew how much this would affect all of their lives.",4.368154,2009,"Some loves are meant to be. This one, not so much.",Humpday,5.6
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",22302,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,5.170568,2009,,Polytechnique,6.8
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",21208,"A married couple with a rocky past adopt 9-year old, Esther to fill the void created by a recently-stillborn baby. However, Esther is not quite who she seems.",8.730934,2009,Can you keep a secret?,Orphan,6.7
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",20943,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",8.450799,2009,The battle of the sexes is on.,The Ugly Truth,6.4
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21407,"Desperate to repay his debt to his ex-wife, an ex-con plots a heist at his new employer's country home, unaware that a second criminal has also targeted the property, and rigged it with a series of deadly traps.",6.727804,2009,He always takes one,The Collector,6.3
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",12403,"For their honeymoon, newlyweds Cliff and Cydney head to the tropical islands of Hawaii. While journeying through the paradisaical countryside the couple encounters Kale and Cleo, two disgruntled hitchhikers and Nick and Gina, two wild but well-meaning spirits who help guide them through the lush jungles. The picturesque waterfalls and scenic mountainsides quickly give way to terror when Cliff and Cydney learn of a grisly murder that occurred nearby and realize that they're being followed by chance acquaintances that suspiciously fit the description of the killers.",11.017008,2009,Welcome to paradise. Enter at your own risk.,A Perfect Getaway,6.2
"[{'id': 878, 'name': 'Science Fiction'}]",17654,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).",11.589835,2009,You are not welcome here.,District 9,7.3
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",24803,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",8.142089,2009,Based on Two True Stories,Julie & Julia,6.6
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17335,"Things couldn't be better for Derek Charles. He's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, Sharon. However, into this idyllic world steps Lisa, a temporary worker at Derek's office. Lisa begins to stalk Derek, jeopardizing all he holds dear.",7.175154,2009,Sharon and Derek have all they've ever wanted... but someone else wants it more.,Obsessed,5.1
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",13836,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",8.176147,2009,The race is on,Race to Witch Mountain,5.4
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",18126,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",6.332878,2009,She has the best of both worlds...now she has to choose just one.,Hannah Montana: The Movie,6.0
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",14869,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",11.787058,2009,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",17134,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",13.591485,2009,Survive all 12,12 Rounds,5.7
"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",13752,"Max Manus is a Norwegian 2008 biographic war film based on the real events of the life of resistance fighter Max Manus (1914–96), after his contribution in the Winter War against the Soviet Union. The story follows Manus through the outbreak of World War II in Norway until peacetime in 1945.",4.75876,2008,,Max Manus: Man of War,6.9
[],19422,"Amanda, an ardent Jane Austen fan, lives in present day London with her boyfriend Michael, until she finds she's swapped places with Austen's fictional creation Elizabeth Bennett.",2.30886,2008,Same story. Different centuries.,Lost in Austen,6.9
"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",15137,"After the Second Impact, Tokyo-3 is being attacked by giant creatures called Angels that seek to eradicate humankind. The child Shinji's objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX's famous 1996 anime series.  The film was retitled ""Evangelion: 1.01"" for its DVD release and ""Evangelion: 1.11"" for release on Blu-Ray (with additional scenes).",6.592907,2007,,Evangelion: 1.0: You Are (Not) Alone,7.4
